key,value
start_offsets,"[533, 5000, 9200, 13533, 17800, 22133, 26733, 31200, 35667, 40467, 45000, 50000, 54733, 59600, 64600, 69333, 73867, 78533, 83333, 88600, 93533, 98467, 103400, 108600, 113867, 119000]"
end_offsets,"[2667, 7200, 11400, 15733, 20000, 24533, 28933, 33333, 38067, 42800, 47600, 52333, 57333, 62200, 67000, 71600, 76267, 81000, 86067, 91067, 95867, 100733, 105800, 111000, 116400, 121533]"
