key,value
start_offsets,"[2200, 5133, 8133, 11000, 13800, 16867, 19933, 22867, 25800, 28933, 31867, 35067, 38400, 41667, 45067, 48333, 51867, 54933, 58200, 61267, 64400, 67533, 70667, 73933, 77200, 80467, 83867, 87200, 90333, 93467, 96667, 99733, 102867, 106267, 109400, 112667, 116133, 119600]"
end_offsets,"[2467, 5400, 8267, 11267, 14067, 17067, 20133, 23133, 26000, 29200, 32067, 35333, 38600, 41867, 45267, 48533, 52067, 55067, 58333, 61467, 64667, 67733, 70933, 74200, 77400, 80667, 84067, 87400, 90600, 93733, 96933, 99933, 103067, 106467, 109600, 112867, 116333, 119733]"
