key,value
start_offsets,"[2733, 3733, 5000, 5400, 7133, 8667, 9800, 10200, 11467, 12600, 14067, 14667, 16000, 17133, 17533, 18800, 20133, 21267, 22533, 24067, 25533, 27000, 28267, 29867, 30333, 32067, 33733, 35267, 36667, 37133, 38600, 40133, 41467, 42933, 44133, 45600, 46133, 46333, 47667, 49133, 51867, 54067, 55733, 57600, 59400, 61067, 61533, 63067, 64600, 66533, 68133, 69867, 70267, 72200, 74067, 75600, 77467, 79200, 81267, 82800, 84467, 84867, 86933, 88867, 90867, 91333, 93267, 95333, 97533, 98867, 99267, 101067, 104933, 106400, 106800, 109000, 110400, 110733, 112333, 113933, 115400, 115933, 117800, 119200]"
end_offsets,"[3000, 4000, 5200, 5667, 7400, 8867, 10000, 10400, 11600, 12800, 14267, 14800, 16333, 17333, 17733, 19133, 20333, 21533, 22867, 24200, 25800, 27267, 28467, 30067, 30667, 32200, 33867, 35533, 37000, 37333, 38733, 40333, 41667, 43067, 44400, 45800, 46267, 46533, 47867, 49467, 52133, 54267, 56067, 57733, 59667, 61333, 61867, 63267, 64800, 66733, 68333, 70000, 70467, 72467, 74200, 75800, 77667, 79400, 81467, 83000, 84667, 85000, 87133, 89000, 91067, 91467, 93467, 95600, 97667, 99000, 99467, 101200, 105067, 106600, 107000, 109200, 110533, 110933, 112400, 114067, 115600, 116067, 117933]"
