key,value
start_offsets,"[1600, 2067, 3200, 5467, 6667, 8333, 8867, 10800, 11200, 12467, 13667, 14333, 15733, 16667, 17133, 18333, 19333, 20600, 21000, 22133, 23200, 24467, 25667, 26533, 27000, 28000, 28267, 29933, 31000, 31400, 32667, 33600, 35067, 36667, 37800, 38800, 40067, 40933, 41200, 42667, 43867, 45333, 46933, 48400, 50067, 50733, 52533, 54267, 56067, 56467, 59267, 60667, 62400, 63133, 66267, 67733, 69533, 69867, 71333, 73067, 73467, 75200, 76800, 77267, 78933, 80333, 81600, 81867, 84200, 85800, 87467, 89267, 90533, 92133, 93733, 96867, 98400, 100267, 102000, 102467, 104067, 105600, 108533, 110467, 111733]"
end_offsets,"[1867, 2267, 3467, 5667, 6867, 8400, 8933, 11000, 11400, 12600, 13867, 14533, 15867, 16800, 17267, 18533, 19467, 20800, 21200, 22267, 23333, 24667, 25800, 26667, 27133, 28200, 28400, 30067, 31200, 31533, 32800, 33800, 35200, 36867, 38000, 38933, 40333, 41133, 41400, 42800, 44067, 45533, 47067, 48600, 50267, 50933, 52733, 54333, 56267, 56667, 59400, 60733, 62533, 63333, 66467, 67867, 69733, 70067, 71467, 73133, 73667, 75333, 76933, 77400, 79067, 80533, 81733, 82133, 84400, 85933, 87533, 89333, 90733, 92333, 93800, 96933, 98600, 100400, 102133, 102600, 104267, 105733, 108667, 110600, 111867]"
