key,value
start_offsets,"[67, 5800, 10800, 15000, 19467, 25400, 29800, 34800, 39667, 44733, 49533, 54800, 60200, 66067, 71800, 77533, 82867, 88467, 93933, 100267, 106467, 111600, 117400, 122867]"
end_offsets,"[400, 5867, 11133, 15267, 19800, 25933, 30133, 35200, 39933, 45133, 49933, 55200, 60667, 66467, 72267, 77933, 83400, 88667, 94333, 100600, 106867, 112133, 117667, 123200]"
