key,value
start_offsets,"[1467, 5800, 10067, 14467, 19067, 23933, 28533, 33467, 38267, 43067, 47867, 52667, 57667, 62533, 67600, 72800, 77667, 82600, 87867, 93067, 98267, 103867, 109200, 114333, 119600]"
end_offsets,"[3333, 7800, 12333, 16800, 21333, 26267, 31000, 36000, 40800, 45667, 50133, 55267, 60333, 65267, 70400, 75333, 80067, 85333, 90533, 95800, 101200, 106600, 111800, 117000, 122200]"
