key,value
start_offsets,"[1467, 5267, 5467, 9867, 14200, 19200, 23933, 28467, 33333, 38067, 42867, 47800, 52400, 56867, 61467, 66000, 70600, 75533, 80067, 85267, 90267, 95000, 99800, 104600, 109400, 114133, 118933, 123533]"
end_offsets,"[3400, 5400, 7733, 12067, 17067, 21533, 26333, 31267, 35800, 40600, 45600, 50400, 54867, 59467, 63933, 68533, 73200, 77867, 82933, 88000, 92600, 97533, 102267, 107533, 111933, 116800, 121267]"
