key,value
start_offsets,"[2267, 4667, 6867, 9133, 11733, 14200, 16733, 19267, 21333, 23600, 25800, 28133, 30333, 32800, 34800, 36733, 38733, 40867, 42933, 45067, 47200, 49267, 51467, 53533, 55667, 57733, 59667, 61800, 63933, 66067, 68200, 70333, 72467, 74667, 76933, 79133, 81333, 83600, 85733, 87800, 90000, 92067, 94200, 96333, 98400, 100467, 102400, 104533, 106667, 108600]"
end_offsets,"[2467, 4800, 6933, 9333, 11867, 14333, 16867, 19467, 21533, 23733, 25933, 28333, 30533, 33000, 34933, 36933, 38933, 41067, 43133, 45333, 47467, 49400, 51600, 53800, 55800, 57867, 59867, 61933, 64067, 66267, 68400, 70533, 72667, 74933, 77067, 79400, 81667, 83867, 86067, 88133, 90333, 92400, 94467, 96600, 98733, 100733, 102667, 104867, 107067, 109067]"
