key,value
start_offsets,"[2667, 6000, 9667, 12733, 15800, 19067, 22400, 25600, 28733, 32133, 35200, 39000, 42200, 45733, 49000, 52467, 55867, 59867, 63267, 66867, 70000, 73533, 77267, 81200, 85133, 88667, 92467, 96067, 100000, 103800, 108000, 112267, 117000, 121200]"
end_offsets,"[3067, 6400, 10133, 13133, 16267, 19467, 22800, 26000, 29200, 32600, 35667, 39467, 42800, 46133, 49533, 52933, 56333, 60400, 63800, 67400, 70467, 74067, 77867, 81600, 85600, 89067, 93000, 96600, 100467, 104267, 108533, 112800, 117467, 121667]"
